ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07643;2022-06-07T05:00:00+02:00;101670;-30.0;5;20;1.3;293.65;286.85;65;60000.0;0;;;;1;3480.0;;;;101580.0;;;-130.0;;;;;291.25;;;2.1;5.4;-10.0;;0.0;;;0.0;0.0;-0.1;2.2;2.2;;;;;1.0;;3480.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;20.5;;;;;18.100000000000023;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;6
07643;2022-06-10T17:00:00+02:00;101670;-130.0;6;200;3.4;303.95;284.85;31;18030.0;0;;;;0;;;;;101580.0;;;110.0;;;;;289.15;;;5.3;10.4;-10.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;30.80000000000001;;;;;16.0;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;6
07643;2022-06-12T17:00:00+02:00;101830;-180.0;8;200;6.2;301.65;287.15;41;17850.0;0;;;;0;;;;;101740.0;;;-30.0;;;;;290.75;;;8.8;9.0;-10.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;28.5;;;;;17.600000000000023;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;6
07643;2022-06-13T14:00:00+02:00;101610;-190.0;7;40;4.1;307.15;288.15;32;12000.0;0;;;;;;;;;101520.0;;;;;;;;;;;;9.8;-10.0;;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;En baisse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;34.0;;;;;;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;6
07643;2022-06-14T05:00:00+02:00;101590;-50.0;5;360;3.1;293.45;284.15;55;19000.0;0;;;;;;;;;101500.0;;;;;;;;;;;;4.6;-10.0;;0.01;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;20.30000000000001;;;;;;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;6
07643;2022-06-17T02:00:00+02:00;101810;50.0;2;330;3.0;300.05;287.75;47;38070.0;0;;;;0;;;;;101720.0;;;70.0;;;;;294.75;;;3.8;3.8;-10.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;En hausse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;26.900000000000034;;;;;21.600000000000023;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;6
07643;2022-05-20T20:00:00+02:00;102410;-70.0;7;130;6.7;296.15;291.25;74;15000.0;0;;;;;;;;;102320.0;;;;291.55;;297.95;;;;;;9.3;-10.0;;0.0;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;En baisse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;23.0;18.400000000000034;;24.80000000000001;;;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;5
07643;2022-05-30T11:00:00+02:00;100830;20.0;0;90;3.1;296.85;279.65;33;35000.0;0;;;;;;;;;100740.0;;;;;;;;;;;;6.2;-10.0;;0.0;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;23.700000000000045;;;;;;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;5
07643;2022-07-14T08:00:00+02:00;102060;30.0;1;350;1.7;295.15;294.45;96;10670.0;0;;;;1;450.0;;;;101970.0;;;-10.0;293.75;;299.75;;294.55;;;2.6;3.1;-10.0;;0.0;;;0.2;0.2;0.2;0.2;0.2;;;;;1.0;;330.0;;;;;;;;;;43.577,3.963167;MONTPELLIER;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;22.0;20.600000000000023;;26.600000000000023;;21.400000000000034;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;7
07643;2022-07-17T05:00:00+02:00;101700;-60.0;7;350;3.0;295.85;282.25;42;60000.0;0;;;;0;;;;;101610.0;;;200.0;;;;;292.05;;;4.0;5.1;-10.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;En baisse;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;22.700000000000045;;;;;18.900000000000034;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;7
07643;2022-07-18T20:00:00+02:00;101730;-80.0;6;190;2.2;302.95;291.45;50;51250.0;0;;;;0;;;;;101640.0;;;-90.0;298.75;;306.75;;;;;3.7;4.2;-10.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;43.577,3.963167;MONTPELLIER;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;29.80000000000001;25.600000000000023;;33.60000000000002;;;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;7
07643;2022-03-12T16:00:00+01:00;101710;-20.0;5;110;11.0;284.75;280.05;73;14520.0;60;;;100.0;8;1250.0;;;;101610.0;;;-130.0;;;;;281.45;;;18.0;18.0;-10.0;;0.0;;;-0.1;0.6;1.2;13.9;26.0;;;;;8.0;;1350.0;;8;;;;;;;;43.577,3.963167;MONTPELLIER;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;;Pluie, sans congélation, intermittente, faible au moment de l’observation;11.600000000000023;;;;;8.300000000000011;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;3
07643;2022-03-13T01:00:00+01:00;101790;-130.0;8;30;4.0;281.55;280.45;93;11360.0;61;;;100.0;8;1250.0;;;;101690.0;;;-60.0;;;;;281.55;;;6.1;6.9;-10.0;;0.0;;;1.2;7.3;10.1;11.7;29.8;;;;;8.0;;1050.0;;8;;;;;;;;43.577,3.963167;MONTPELLIER;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;Pluie, sans congélation, continue, faible au moment de l’observation;8.400000000000034;;;;;8.400000000000034;43.577;3.963167;2;Mauguio;34154;CA du Pays de l'Or;243400470;Hérault;34;Occitanie;76;3
